"env","LON","LAT","DOY","YYYYMMDD","daysFromStart","T2M","T2M_MAX","T2M_MIN","T2MDEW","ALLSKY_SFC_LW_DWN","ALLSKY_SFC_SW_DWN","ALLSKY_SFC_SW_DNI","ALLSKY_SFC_PAR_TOT","ALLSKY_SFC_UVA","ALLSKY_SFC_UVB","PRECTOT","EVPTRNS","QV2M","RH2M","GWETROOT","GWETTOP","FROST_DAYS","WS2M","P_ETP","VPD","N","RTA","n","TH1","TH2","PAR_TEMP","n.1","N.1","RTA.1","VPD.1","SPV","ETP","PETP","GDD","FRUE","T2M_RANGE"
"inverno_2018",-41.3433,-21.7136,152,2018-06-01,1,22.17,28.32,16.95,17.68,31.49,15.24,19.74,7.06,0.88,0.02,0.13,2.5,12.65,78.69,0.64,0.63,0,2.16,-2.37,0.868412285856296,10.899,23.88,9.009,70.27614727,69.7348,0.318448353631033,6.86812115012217,10.7617998730164,23.8798685229734,0.868412285856296,0.166799515546081,6.86173479997372,-6.73173479997372,12.635,0.842333333333333,11.37
"inverno_2018",-41.3433,-21.7136,153,2018-06-02,2,22.95,29.77,17.83,18.16,30.62,16.45,24.88,7.55,0.92,0.02,0.1,2.38,13.02,77.57,0.64,0.62,0,1.94,-2.28,1.02984094565812,10.891,23.803,11.384,71.42128185,70.6876,0.328976034858388,7.43164087492701,10.7534692435079,23.8028952196163,1.02984094565812,0.177361886671959,7.46170948341694,-7.36170948341694,13.8,0.92,11.94
"inverno_2018",-41.3433,-21.7136,154,2018-06-03,3,22.33,28.53,18.33,17.58,32.16,13.93,11.91,6.42,0.81,0.02,1.71,1.7,12.53,76.35,0.64,0.63,0,3.22,0.01,0.992539895631571,10.883,23.73,5.462,70.34771545,69.8588,0.287505597850425,6.30796935752276,10.7455349223108,23.7295543120033,0.992539895631571,0.173947874675736,6.3040827111481,-4.5940827111481,13.43,0.895333333333333,10.2
"inverno_2018",-41.3433,-21.7136,155,2018-06-04,4,20.68,24.42,18.2,16.95,33.04,8.43,2.93,4.06,0.57,0.01,1.49,1.25,11.96,80.14,0.64,0.64,0,3.02,0.24,0.64341099621818,10.875,23.66,1.347,67.99800248,67.982,0.196324951644101,3.82594366261284,10.7380015828832,23.6598761838238,0.64341099621818,0.155436756834927,3.76142226013928,-2.27142226013928,11.31,0.754,6.22
"inverno_2018",-41.3433,-21.7136,156,2018-06-05,5,20.15,24.57,16.33,15.53,33.36,8.7,6.93,4.17,0.57,0.01,0.61,1.53,10.93,75.93,0.64,0.63,0,1.25,-0.92,0.70781838332895,10.868,23.594,3.192,66.91040605,66.9408,0.206947890818859,3.95689744369673,10.7308737024512,23.5938895409191,0.70781838332895,0.148417501427843,3.85780189851417,-3.24780189851417,10.45,0.696666666666667,8.24
"inverno_2018",-41.3433,-21.7136,157,2018-06-06,6,22.99,29.36,17.89,18.08,32.93,11.33,9.15,5.28,0.68,0.02,0.34,1.93,12.98,75.71,0.64,0.63,0,2.06,-1.59,0.995336870387635,10.861,23.532,4.223,71.32704171,70.6988,0.229665071770335,5.16346410215065,10.7241555533683,23.5316214107221,0.995336870387635,0.175740175023576,5.13370736766644,-4.79370736766644,13.625,0.908333333333333,11.47
"inverno_2018",-41.3433,-21.7136,158,2018-06-07,7,23.78,29.6,19.88,19.88,32.75,13.11,11.5,6.03,0.75,0.02,0.52,1.89,14.48,80.95,0.63,0.62,0,1.29,-1.37,0.912826918043424,10.854,23.473,5.318,73.0433609,72.1368,0.253574432296047,5.98604557003185,10.7178511947605,23.4730971422528,0.912826918043424,0.186290377251701,5.98040890769983,-5.46040890769983,14.74,0.982666666666667,9.72
"inverno_2018",-41.3433,-21.7136,159,2018-06-08,8,23.44,29.35,20.24,18.89,32.67,9.7,1.5,4.52,0.59,0.01,0.46,1.68,13.59,77.11,0.63,0.61,0,3.03,-1.22,1.04793726973774,10.848,23.418,0.695,72.15350816,71.4404,0.192832764505119,4.43695212818128,10.7119644644902,23.4183404066039,1.04793726973774,0.186824305650556,4.42628890505849,-3.96628890505849,14.795,0.986333333333333,9.11
"inverno_2018",-41.3433,-21.7136,160,2018-06-09,9,21.04,24.45,18.92,17.25,33.36,7.45,3.82,3.55,0.49,0.01,0.14,0.88,12.17,79.74,0.63,0.62,0,2.17,-0.74,0.657295370699576,10.842,23.367,1.772,68.54910304,68.45,0.168726235741445,3.4134524519335,10.7064989714701,23.3673731978517,0.657295370699576,0.158584172100277,3.33288626677898,-3.19288626677898,11.685,0.779,5.53
"inverno_2018",-41.3433,-21.7136,161,2018-06-10,10,22.19,27.44,18.14,18.41,32.26,11.92,5.53,5.53,0.73,0.02,0.02,1.34,13.14,80.64,0.63,0.61,0,2.57,-1.32,0.752495417125172,10.837,23.32,2.57,70.45745584,70.0176,0.249211356466877,5.46999141514911,10.7014580883574,23.320215834332,0.752495417125172,0.168173413061301,5.37237110948114,-5.35237110948114,12.79,0.852666666666667,9.3
"inverno_2018",-41.3433,-21.7136,162,2018-06-11,11,22.95,28.65,18.44,18.66,31.35,12.26,10.91,5.65,0.73,0.02,0,1.35,13.4,78.73,0.63,0.61,0,2.55,-1.35,0.872334977420848,10.832,23.277,5.077,71.51895965,70.8676,0.246187363834423,5.63405747708596,10.696844944659,23.2768869602213,0.872334977420848,0.175002997167953,5.55232330073709,-5.55232330073709,13.545,0.903,10.21
"inverno_2018",-41.3433,-21.7136,163,2018-06-12,12,24.35,31.2,19.03,19.12,30.62,15.91,23.1,7.27,0.89,0.02,0,1.7,13.82,75.03,0.62,0.6,0,2.63,-1.7,1.1588186141016,10.827,23.237,10.763,73.38131695,72.4332,0.298562628336756,7.32096676635134,10.692662420275,23.2374035473679,1.1588186141016,0.18995643969731,7.27350172877413,-7.27350172877413,15.115,1,12.17
"inverno_2018",-41.3433,-21.7136,164,2018-06-13,13,24.79,31.59,20.45,19.36,31.07,15.48,21.61,7.11,0.86,0.02,0,1.47,14.05,74.39,0.62,0.6,0,2.18,-1.47,1.27769124840507,10.823,23.202,10.08,73.99899819,72.9596,0.286809197256958,7.13153770962024,10.6889131395074,23.2017808973187,1.27769124840507,0.199054931905459,7.11291517108521,-7.11291517108521,16.02,1,11.14
"inverno_2018",-41.3433,-21.7136,165,2018-06-14,14,22.77,28.03,19.8,19.42,33.28,11.43,10.74,5.35,0.67,0.02,0.38,0.96,14.02,82.31,0.62,0.6,0,3.45,-0.58,0.792352502218669,10.82,23.17,5.015,71.52793713,70.9612,0.234958278436539,5.27130901240413,10.6855994655599,23.1700326434943,0.792352502218669,0.178434439587356,5.18830972562961,-4.80830972562961,13.915,0.927666666666667,8.23
"inverno_2018",-41.3433,-21.7136,166,2018-06-15,15,21.04,24.31,19.48,18,33.94,7.58,4.92,3.66,0.51,0.01,0.97,0.57,12.76,83.45,0.62,0.61,0,2.95,0.4,0.587969390215366,10.816,23.142,2.299,68.7913512,68.72,0.173954372623574,3.49902543537961,10.6827234955505,23.1421707534653,0.587969390215366,0.16037012357392,3.39595179975612,-2.42595179975612,11.895,0.793,4.83
"inverno_2018",-41.3433,-21.7136,167,2018-06-16,16,20.8,23.73,19.15,18.72,32.89,10.32,7.57,4.88,0.65,0.02,3.15,0.36,13.33,88.24,0.62,0.63,0,1.83,2.79,0.417656523305018,10.814,23.118,3.541,68.7000608,68.7392,0.234615384615385,4.76769541084702,10.6802870560602,23.1182055312882,0.417656523305018,0.156521827457901,4.60894964657674,-1.45894964657674,11.44,0.762666666666666,4.58
"inverno_2018",-41.3433,-21.7136,168,2018-06-17,17,21.66,26.35,19.17,19.06,33.03,9.33,7.64,4.42,0.6,0.01,1.42,0.71,13.62,86.17,0.63,0.62,0,2.04,0.71,0.62055973061919,10.811,23.098,3.576,70.00006778,69.7216,0.204062788550323,4.31326666622863,10.6782916992341,23.0981456198639,0.62055973061919,0.167906754556387,4.2042290679392,-2.7842290679392,12.76,0.850666666666667,7.18
"inverno_2018",-41.3433,-21.7136,169,2018-06-18,18,21.52,24.92,19.58,18.69,33.57,7.66,4.24,3.74,0.52,0.01,4.87,0.7,13.29,84.54,0.63,0.65,0,3.49,4.17,0.560172080190228,10.809,23.082,1.986,69.65305792,69.4484,0.173791821561338,3.54318627123121,10.676738699455,23.0819980032848,0.560172080190228,0.163427867244507,3.44006447303206,1.42993552696794,12.25,0.816666666666667,5.34
"inverno_2018",-41.3433,-21.7136,170,2018-06-19,19,20.86,25.17,18.26,16.24,32.19,8.12,4.34,3.93,0.55,0.01,0.44,1.31,11.37,76.1,0.63,0.62,0,2.21,-0.87,0.802610691433424,10.808,23.07,2.033,68.0300154,67.9064,0.188398849472675,3.75756305206588,10.675629050601,23.0697680091411,0.802610691433424,0.158838274504203,3.63337664339261,-3.19337664339261,11.715,0.781,6.91
"inverno_2018",-41.3433,-21.7136,171,2018-06-20,20,21.24,26.65,17.38,16.58,29.44,15.46,23.21,7.1,0.87,0.02,0.01,1.44,11.66,76.49,0.63,0.61,0,1.65,-1.43,0.852055623388052,10.807,23.061,10.877,68.65034124,68.4088,0.334274952919021,7.15630927462098,10.6749634639008,23.0614593107628,0.852055623388052,0.161398273689706,6.93198291506999,-6.92198291506999,12.015,0.801,9.27
"inverno_2018",-41.3433,-21.7136,172,2018-06-21,21,22.12,27.91,18.15,18.19,29.43,16.17,25.58,7.39,0.9,0.02,0.03,1.43,12.95,80.89,0.63,0.61,0,1.96,-1.4,0.833048501909187,10.806,23.057,11.988,70.36386932,69.8684,0.334086799276673,7.48623110605047,10.6747423663954,23.0570739293778,0.833048501909187,0.170319577857785,7.29919489639045,-7.26919489639045,13.03,0.868666666666667,9.76
"inverno_2018",-41.3433,-21.7136,173,2018-06-22,22,23.02,30.32,17.6,17.27,31.1,14.18,16.19,6.53,0.81,0.02,0,1.6,12.32,74.16,0.62,0.6,0,1.8,-1.6,1.19593414844619,10.806,23.057,7.588,71.24223568,70.4372,0.283666377063423,6.56518897536589,10.6749659000131,23.0566122361695,1.19593414844619,0.178855620327746,6.4383649731523,-6.4383649731523,13.96,0.930666666666667,12.72
"inverno_2018",-41.3433,-21.7136,174,2018-06-23,23,22.84,29.6,17.73,17.62,30.43,15.7,24.04,7.23,0.88,0.02,0.01,1.3,12.66,76.62,0.62,0.6,0,2.19,-1.29,1.07272326160629,10.806,23.06,11.265,71.16874792,70.3832,0.316549912434326,7.26829671773002,10.6756339212621,23.0600729542259,1.07272326160629,0.176109744992903,7.1155579384291,-7.1055579384291,13.665,0.911,11.87
"inverno_2018",-41.3433,-21.7136,175,2018-06-24,24,23.14,30.33,18.12,18.19,30.27,16.1,25.43,7.38,0.9,0.02,0.02,1.29,13.09,78.06,0.62,0.6,0,1.85,-1.27,1.11301547703924,10.807,23.067,11.914,71.76327316,70.8884,0.318928262748487,7.45186776492973,10.676746001541,23.067453160373,1.11301547703924,0.181352947645722,7.32190688178384,-7.30190688178384,14.225,0.948333333333333,12.21
"inverno_2018",-41.3433,-21.7136,176,2018-06-25,25,22.98,29.73,17.66,17.82,31.06,15.7,22.99,7.17,0.88,0.02,0.02,1.13,12.78,76.29,0.62,0.59,0,2.1,-1.11,1.05825607085824,10.808,23.079,10.766,71.36045758,70.5952,0.31201044386423,7.26422985928867,10.6783014280678,23.0787482868941,1.05825607085824,0.176387352431616,7.116883967339,-7.096883967339,13.695,0.913,12.07
"inverno_2018",-41.3433,-21.7136,177,2018-06-26,26,23.87,30.93,18.35,17.3,32.69,14.37,17.97,6.62,0.83,0.02,0.05,1.14,12.36,70.11,0.61,0.59,0,2.33,-1.09,1.31736518169299,10.809,23.094,8.411,72.17687443,71.298,0.277335567658148,6.6457182713276,10.6802992054209,23.0939521231372,1.31736518169299,0.185322892187511,6.5513324302212,-6.5013324302212,14.64,0.976,12.58
"inverno_2018",-41.3433,-21.7136,178,2018-06-27,27,22.9,29.38,18.15,16.98,33.03,10.47,6.37,4.88,0.66,0.02,0.02,0.98,12.16,73.26,0.61,0.59,0,2.03,-0.96,1.15369902741969,10.811,23.113,2.98,70.9815946,70.2128,0.213100436681223,4.8391810892629,10.6827380576877,23.1130568170217,1.15369902741969,0.177036538683021,4.74815871864123,-4.72815871864123,13.765,0.917666666666667,11.23
"inverno_2018",-41.3433,-21.7136,179,2018-06-28,28,21.99,27.92,18.05,17.82,30.58,15.33,22,7.05,0.87,0.02,0.02,0.74,12.71,80.13,0.61,0.59,0,2.65,-0.72,0.875649397227483,10.814,23.136,10.283,70.09769113,69.6052,0.320600272851296,7.08031317032176,10.6856164312097,23.1360528764577,0.875649397227483,0.169915420869551,6.91800974932717,-6.89800974932717,12.985,0.865666666666667,9.87
"inverno_2018",-41.3433,-21.7136,180,2018-06-29,29,21.6,26.51,18.37,17.91,32.74,10.94,12.24,5.14,0.68,0.02,0.46,0.63,12.72,81.34,0.61,0.59,0,2.34,-0.17,0.7359476695342,10.816,23.163,5.715,69.5581256,69.2476,0.237962962962963,5.04845137095616,10.6889324979125,23.1629291706964,0.7359476695342,0.165084532656238,4.91933520101351,-4.45933520101351,12.44,0.829333333333333,8.14
"inverno_2018",-41.3433,-21.7136,181,2018-06-30,30,22.73,27.99,19.55,18.72,32.44,12.08,10.12,5.65,0.72,0.02,0.29,0.61,13.45,80.41,0.61,0.59,0,2.9,-0.32,0.866502673485416,10.82,23.194,4.721,71.30709107,70.6692,0.24857017157941,5.56908882107443,10.6926841592075,23.1936729316352,0.866502673485416,0.177082986129325,5.4784651578689,-5.1884651578689,13.77,0.918,8.44
"inverno_2018",-41.3433,-21.7136,182,2018-07-01,31,22.66,28.85,18.11,18.11,30.97,14.44,20.04,6.63,0.82,0.02,0.08,0.75,12.99,78.68,0.61,0.59,0,1.96,-0.67,0.946357780971034,10.823,23.228,9.338,71.05395912,70.3796,0.292586054721977,6.64977592894085,10.6968690504463,23.2282697551054,0.946357780971034,0.174405962296658,6.53694033443187,-6.45694033443187,13.48,0.898666666666667,10.74
"inverno_2018",-41.3433,-21.7136,183,2018-07-02,32,22.96,29.33,18.27,18.6,30.57,16.16,25,7.4,0.9,0.02,0.03,0.7,13.41,79.59,0.61,0.58,0,2.02,-0.67,0.94781344958486,10.827,23.267,11.633,71.60735536,70.856,0.322299651567944,7.43276715167175,10.7014845459109,23.2667036021738,0.94781344958486,0.177361886671959,7.33016566881567,-7.30016566881566,13.8,0.92,11.06
"inverno_2018",-41.3433,-21.7136,184,2018-07-03,33,23.65,31.42,18.18,17.21,31.14,15.58,22.78,7.08,0.86,0.02,0.03,0.83,12.35,72.07,0.6,0.58,0,1.48,-0.8,1.38058828235299,10.832,23.309,10.586,72.02459945,71.0456,0.299365750528541,7.15637786777791,10.7065277643169,23.3089568004955,1.38058828235299,0.186872908466068,7.10964911926338,-7.07964911926338,14.8,0.986666666666667,13.24
"inverno_2018",-41.3433,-21.7136,185,2018-07-04,34,22.4,27.02,19.89,19.19,33.2,9.65,6.9,4.58,0.61,0.01,0.44,0.42,13.8,83.35,0.6,0.58,0,2.67,0.02,0.722366867416878,10.837,23.355,3.202,71.008646,70.5084,0.204464285714286,4.4260634910612,10.7119955748071,23.3550100457561,0.722366867416878,0.174176791449783,4.36783693911039,-3.92783693911039,13.455,0.897,7.13
"inverno_2018",-41.3433,-21.7136,186,2018-07-05,35,23.24,29.52,19.44,18.47,30.83,15.46,20.38,7.06,0.86,0.02,0.01,0.63,13.24,77.7,0.6,0.58,0,1.82,-0.62,1.06722448892383,10.842,23.405,9.441,71.8902052,71.0892,0.303786574870912,7.07966723782455,10.7178846034106,23.4048424032488,1.06722448892383,0.183783724082605,7.04159347030008,-7.03159347030008,14.48,0.965333333333333,10.08
"inverno_2018",-41.3433,-21.7136,187,2018-07-06,36,22.91,30.45,17.67,16.04,29.74,15.09,19.97,6.8,0.83,0.02,0,0.71,11.43,69.68,0.6,0.57,0,1.59,-0.71,1.3647025525349,10.848,23.458,9.235,70.69691112,69.8844,0.296813618507202,6.89850244778494,10.72419123994,23.4584313096324,1.3647025525349,0.179794579527441,6.85572749715621,-6.85572749715621,14.06,0.937333333333333,12.78
"inverno_2018",-41.3433,-21.7136,188,2018-07-07,37,22.55,29.18,18.45,16.39,28.49,16.62,25.39,7.48,0.91,0.02,0,0.57,11.76,72.89,0.6,0.57,0,1.83,-0.57,1.22120669615553,10.854,23.516,11.719,70.41455805,69.6504,0.331707317073171,7.584182176465,10.7309116452992,23.5157525749204,1.22120669615553,0.177501475794821,7.53951893046569,-7.53951893046569,13.815,0.921,10.73
"inverno_2018",-41.3433,-21.7136,189,2018-07-08,38,23.22,31.51,16.52,15.25,29.18,16.3,23.39,7.35,0.89,0.02,0.01,0.61,10.89,65.35,0.6,0.57,0,2.18,-0.6,1.51909017705907,10.86,23.577,10.774,70.7856773,69.91,0.316537467700258,7.42383301783101,10.7380417591716,23.5767803847553,1.51909017705907,0.17937153487821,7.4034281237648,-7.3934281237648,14.015,0.934333333333333,14.99
"inverno_2018",-41.3433,-21.7136,190,2018-07-09,39,23.49,31.66,17.75,15.9,29.62,16.03,23.22,7.23,0.87,0.02,0.05,0.64,11.43,67.91,0.6,0.56,0,1.82,-0.59,1.54121831926732,10.867,23.641,10.673,71.40830841,70.414,0.30779054916986,7.28598848458015,10.7455773080583,23.6414873030231,1.54121831926732,0.185951274532722,7.31092799537939,-7.26092799537939,14.705,0.980333333333333,13.91
"inverno_2018",-41.3433,-21.7136,191,2018-07-10,40,22.46,28.96,18.43,18.83,32.77,12.07,11.66,5.5,0.69,0.02,8.67,0.37,13.54,82.06,0.6,0.6,0,2.33,8.3,0.884217597851404,10.875,23.71,5.348,71.00438924,70.4388,0.244879786286732,5.47430469073778,10.7535138136341,23.7098442748665,0.884217597851404,0.176387352431616,5.47138786533641,3.19861213466358,13.695,0.913,10.53
"inverno_2018",-41.3433,-21.7136,192,2018-07-11,41,18.02,20.94,16.09,14.94,33.18,2.57,1.14,1.38,0.21,0.01,14.51,0.43,10.5,82.83,0.63,0.72,0,2.79,14.08,0.454525231006377,10.882,23.782,0.522,63.82821634,64.5984,0.0765815760266371,1.1629868964069,10.7618466013901,23.7818206301574,0.454525231006377,0.133598542631833,1.12249126355868,13.3875087364413,8.515,0.567666666666667,4.85
"inverno_2018",-41.3433,-21.7136,193,2018-07-12,42,18.68,22.92,16.13,14.72,32.24,7.67,2.72,3.69,0.53,0.01,0.38,0.91,10.33,79.17,0.63,0.64,0,1.93,-0.53,0.639788573781918,10.89,23.857,1.242,64.75055644,65.1792,0.197537473233405,3.46267125541201,10.7705708095276,23.8573840874903,0.639788573781918,0.1411688363042,3.37723999679628,-2.99723999679628,9.525,0.635,6.79
"inverno_2018",-41.3433,-21.7136,194,2018-07-13,43,20.34,25.14,16.96,16.24,31.63,11.8,9.22,5.4,0.69,0.02,0.13,0.96,11.46,78.45,0.63,0.62,0,1.77,-0.83,0.71718497557271,10.899,23.937,4.198,67.3542127,67.3864,0.265486725663717,5.31406999624653,10.7796813980728,23.93650075876,0.71718497557271,0.153285677686452,5.2553600606367,-5.1253600606367,11.05,0.736666666666667,8.18
"inverno_2018",-41.3433,-21.7136,195,2018-07-14,44,21.93,28,17.76,18.08,30.42,13.91,14.38,6.38,0.8,0.02,0.15,1.28,12.9,81.58,0.63,0.61,0,1.85,-1.13,0.832067638666581,10.907,24.019,6.53,70.10894906,69.6388,0.290925672594619,6.24824323047303,10.789173158176,24.019135154389,0.832067638666581,0.168975534220189,6.2729397098284,-6.1229397098284,12.88,0.858666666666667,10.24
"inverno_2018",-41.3433,-21.7136,196,2018-07-15,45,22.21,28.65,17.48,18.04,29.34,16.98,25.7,7.68,0.94,0.02,0.02,1.22,12.88,79.86,0.62,0.6,0,2.45,-1.2,0.892200062133365,10.917,24.105,11.639,70.42965694,69.9044,0.345790184601531,7.606961554532,10.7990407215633,24.105250189269,0.892200062133365,0.170634482752076,7.66655673760676,-7.64655673760676,13.065,0.871,11.17
"inverno_2018",-41.3433,-21.7136,197,2018-07-16,46,22.71,29.74,17.12,17.56,29.4,16.77,24.63,7.58,0.92,0.02,0.01,1.19,12.51,76.49,0.62,0.6,0,2.56,-1.18,1.05874661206501,10.926,24.195,11.122,70.95420021,70.2316,0.333773667987671,7.49216971232928,10.8092785701067,24.1948071894827,1.05874661206501,0.173947874675736,7.5893371906643,-7.5793371906643,13.43,0.895333333333333,12.62
"inverno_2018",-41.3433,-21.7136,198,2018-07-17,47,22.76,28.86,17.85,18.49,30.68,16.51,24.6,7.62,0.94,0.02,0.03,0.93,13.23,79.8,0.61,0.59,0,2.72,-0.9,0.88052058888168,10.936,24.288,11.076,71.3050552,70.6164,0.334797891036907,7.35498838375284,10.8198810454797,24.2877658998724,0.88052058888168,0.173262646551559,7.46813822434696,-7.43813822434696,13.355,0.890333333333333,11.01
"inverno_2018",-41.3433,-21.7136,199,2018-07-18,48,22.51,27.87,18.58,18.06,30.81,16.17,22.55,7.47,0.93,0.02,0.01,0.78,12.88,78.97,0.61,0.59,0,2.95,-0.77,0.874125089910081,10.946,24.384,10.123,70.83877553,70.2116,0.331852509995557,7.18233735601502,10.8308423588656,24.3840844925206,0.874125089910081,0.172080312063799,7.30831193073947,-7.29831193073947,13.225,0.881666666666667,9.29
"inverno_2018",-41.3433,-21.7136,200,2018-07-19,49,22.55,29.16,17.63,17.47,29.99,17.27,26.2,7.89,0.97,0.02,0,0.78,12.43,76.66,0.61,0.59,0,3.1,-0.78,1.03342476246114,10.957,24.484,11.725,70.7170817,70.0392,0.349889135254989,7.64769600922125,10.8421566006867,24.4837195762081,1.03342476246114,0.17362781760801,7.81389053317543,-7.81389053317543,13.395,0.893,11.53
"inverno_2018",-41.3433,-21.7136,201,2018-07-20,50,22.01,28.72,16.58,16.17,28.99,17.62,27.84,8.02,0.98,0.02,0,0.69,11.48,73.17,0.61,0.58,0,2.93,-0.69,1.07587390662881,10.968,24.587,12.419,69.60845983,69.0312,0.364379827351204,7.77838598721208,10.8538177503224,24.5866262069139,1.07587390662881,0.166932057912261,7.93410029676172,-7.93410029676172,12.65,0.843333333333333,12.14
"inverno_2018",-41.3433,-21.7136,202,2018-07-21,51,22.45,29.81,16.77,16.43,29.16,17.73,27.38,8.04,0.99,0.02,0,0.69,11.69,73.09,0.6,0.58,0,2.72,-0.69,1.18448329024855,10.979,24.693,12.174,70.27724795,69.5648,0.358129175946548,7.80192248325295,10.8658196857876,24.692757899421,1.18448329024855,0.172670625529004,8.01669236395377,-8.01669236395377,13.29,0.886,13.04
"inverno_2018",-41.3433,-21.7136,203,2018-07-22,52,22.21,28.16,18.17,17.71,30.28,14.46,17.76,6.59,0.83,0.02,0.02,0.53,12.59,78.7,0.6,0.58,0,1.67,-0.51,0.924037934782993,10.99,24.802,7.87,70.3404773,69.7856,0.296713192255741,6.34213837251178,10.8781561933405,24.8020666400892,0.924037934782993,0.171536919521172,6.53294734522503,-6.51294734522503,13.165,0.877666666666667,9.99
"inverno_2018",-41.3433,-21.7136,204,2018-07-23,53,21.9,26.82,18.99,18.17,30.85,14.05,11.52,6.46,0.83,0.02,0.13,0.39,12.9,81.41,0.6,0.58,0,1.93,-0.26,0.775762571792564,11.002,24.915,5.087,70.0478721,69.6412,0.294977168949772,6.14164510267983,10.8908209769922,24.9145029008553,0.775762571792564,0.169198917812684,6.33710213646195,-6.20710213646195,12.905,0.860333333333333,7.83
"inverno_2018",-41.3433,-21.7136,205,2018-07-24,54,21.54,27.38,18.05,17.01,30.18,16.98,23.49,7.77,0.96,0.02,0.05,0.42,12.03,78.88,0.6,0.58,0,2.16,-0.37,0.919055822121717,11.014,25.03,10.336,69.28840448,68.8636,0.360724233983287,7.39698515399743,10.9038076678916,25.0300156545189,0.919055822121717,0.167507436003833,7.64917535582576,-7.59917535582576,12.715,0.847666666666667,9.33
"inverno_2018",-41.3433,-21.7136,206,2018-07-25,55,20.9,26.27,17.69,17.08,31.27,11.28,14.86,5.26,0.69,0.02,0.6,0.35,12.02,81.06,0.6,0.58,0,1.66,0.25,0.772182436982018,11.027,25.149,6.516,68.4095446,68.2488,0.251674641148325,4.89670327763356,10.9171098335602,25.1485523913695,0.772182436982018,0.16109782311353,5.05654171212026,-4.45654171212026,11.98,0.798666666666667,8.58
"inverno_2018",-41.3433,-21.7136,207,2018-07-26,56,21.15,26.43,18.2,16.96,30.39,15.74,20.81,7.27,0.91,0.02,0.21,0.34,11.94,79.24,0.6,0.58,0,1.82,-0.13,0.836111758781713,11.039,25.27,9.091,68.6918474,68.4556,0.343735224586288,6.80843473299537,10.9307209869515,25.2700591372085,0.836111758781713,0.163993034071702,7.07182950295364,-6.86182950295364,12.315,0.821,8.23
"inverno_2018",-41.3433,-21.7136,208,2018-07-27,57,21.37,26.63,18.27,16.89,29.78,16.45,21.92,7.59,0.95,0.02,0.16,0.35,11.91,78.01,0.6,0.58,0,1.77,-0.19,0.869691671130052,11.052,25.394,9.54,68.95829963,68.6504,0.355170800187178,7.08969964105616,10.9446345953146,25.3944804728151,0.869691671130052,0.165172116878677,7.39748090835786,-7.23748090835786,12.45,0.83,8.36
"inverno_2018",-41.3433,-21.7136,209,2018-07-28,58,21.76,28.24,16.75,16.88,29.2,17.86,25.73,8.15,1.01,0.02,0.01,0.39,11.96,77.33,0.6,0.57,0,2.49,-0.38,0.947084540419251,11.066,25.522,11.156,69.52614792,69.0368,0.374540441176471,7.66894441606094,10.9588440888378,25.5217595549056,0.947084540419251,0.165566731532861,8.03394889247655,-8.02394889247655,12.495,0.833,11.49
"inverno_2018",-41.3433,-21.7136,210,2018-07-29,59,22.95,30.29,17.01,16.48,29.46,17.83,24.86,8.13,1,0.02,0.01,0.42,11.75,71.54,0.59,0.57,0,3.37,-0.41,1.25172708633328,11.079,25.652,10.737,70.9135257,70.0828,0.354248366013072,7.62731708729482,10.9733428690562,25.6518381386271,1.25172708633328,0.175971079516056,8.08016328923092,-8.07016328923092,13.65,0.91,13.28
"inverno_2018",-41.3433,-21.7136,211,2018-07-30,60,23.87,31.66,17.88,16.5,29.75,17.94,25.64,8.18,1.01,0.02,0,0.43,11.77,67.61,0.59,0.56,0,3,-0.43,1.4790996046883,11.093,25.785,11.031,71.94359193,71.01,0.34268956849602,7.64512606441175,10.9881243170019,25.7846566016282,1.4790996046883,0.186581451303927,8.18515583144409,-8.18515583144409,14.77,0.984666666666667,13.78
"inverno_2018",-41.3433,-21.7136,212,2018-07-31,61,24.25,32.15,18.44,16.88,32.16,12.02,8.57,5.58,0.73,0.02,5.16,0.38,12.09,67.34,0.59,0.58,0,2.22,4.78,1.53541423620056,11.107,25.92,3.672,72.4795305,71.5268,0.230103092783505,5.10252544809018,11.0031818010835,25.9201539697419,1.53541423620056,0.191737620152069,5.50078568724708,-0.340785687247084,15.295,1,13.71
"inverno_2018",-41.3433,-21.7136,213,2018-08-01,62,20.89,24.71,18.73,16.83,34.27,6,1.66,2.98,0.43,0.01,9.24,0.23,11.89,78.68,0.6,0.65,0,2.95,9.01,0.720084036588705,11.122,26.058,0.709,68.24154948,68.1488,0.142651986596458,2.5370470611993,11.0185086846772,26.0582679443129,0.720084036588705,0.158880658328438,2.68485388247737,6.55514611752263,11.72,0.781333333333333,5.98
"inverno_2018",-41.3433,-21.7136,214,2018-08-02,63,20.27,23.32,18.51,17.67,33.64,5.19,1.48,2.62,0.38,0.01,8.63,0.39,12.51,85.42,0.63,0.69,0,2.87,8.24,0.476128094678082,11.136,26.199,0.629,67.64512766,67.8312,0.12925505673409,2.18585108519993,11.0340983334186,26.1989349311986,0.476128094678082,0.152178732524231,2.30922261519928,6.32077738480072,10.915,0.727666666666667,4.81
